id,title,description,availability,condition,price,sale_price,link,image_link,additional_image_link,brand,product_type,mpn
48544,The Health House Hardcore Libido Boost 90 tablets,"Krachtige kruidenblend met maca, tribulus en horny goat weed Ondersteunt vitaliteit en natuurlijke energie Geschikt voor zowel mannen als vrouwen",in stock,new,34.95 EUR,,https://thehealthhouse.nl/product/the-health-house-hardcore-libido-boost/,https://thehealthhouse.nl/wp-content/uploads/2026/03/hf_20260312_172020_8911f0e3-db17-4d16-94aa-3c8aeb6ae41c-scaled.jpeg,https://thehealthhouse.nl/wp-content/uploads/2026/03/libido-boost-ingredienten.png,The Health House,Nieuwe Producten > Test boosters > Vitaliteit,VIT-001
48551,The Health House Hardcore Prime Boost Natural Muscle Builder 120 capsules,"Krachtige kruidenformule met turkesterone en laxogenin Ondersteunt kracht, prestaties en spierontwikkeling Met ginseng en fenegriek voor extra vitaliteit",in stock,new,69.95 EUR,,https://thehealthhouse.nl/product/the-health-house-hardcore-prime-boost/,https://thehealthhouse.nl/wp-content/uploads/2026/03/hf_20260312_172258_9f71e9ff-3a30-4cf4-a57e-b6765eaf20f4-scaled.jpeg,,The Health House,Muscle Builders > Nieuwe Producten > Spieropbouw,SPO-001
48694,Kosso Nutrition Tsunami Extreme Pre-Workout Blue Watermelon 500 g,Kosso Nutrition Tsunami Extreme pre-workoutpoeder met Blue Watermelon-smaak en 500 g inhoud.,in stock,new,40.50 EUR,,https://thehealthhouse.nl/product/kosso-nutrition-extreme-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2026/04/Tsunami_ProductShot_79edbf06-855c-4ff5-a333-950b17408229.webp,https://thehealthhouse.nl/wp-content/uploads/2026/04/preingredienten_38d9e2aa-5f14-4ff1-b092-b93abf0e81ae.webp,Kosso nutrition,Nieuwe Producten > Pre Workout > Stim Pre,
48717,Kosso Nutrition Kossoine Extreme Pre-Workout Killer Lemon 500 g,Kosso Nutrition Kossoine Extreme pre-workoutpoeder met Killer Lemon-smaak en 500 g inhoud.,in stock,new,40.50 EUR,,https://thehealthhouse.nl/product/kosso-nutrition-kossoine-extreme-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2026/04/Kossoine_PWO_LEMON_Render.webp,https://thehealthhouse.nl/wp-content/uploads/2026/04/preingredienten_38d9e2aa-5f14-4ff1-b092-b93abf0e81ae.webp,Kosso nutrition,Nieuwe Producten > Pre Workout > Stim Pre,
48728,Kosso Nutrition Beast Mode Extreme Pre-Workout Cola 500 g,"Kosso Nutrition Beast Mode Extreme Pre-Workout in Cola-smaak, verpakt per 500 g.",in stock,new,40.50 EUR,,https://thehealthhouse.nl/product/kosso-nutrition-beast-mode-extreme-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2026/04/PoppinCola_PWO_LEMON_Render.webp,https://thehealthhouse.nl/wp-content/uploads/2026/04/preingredienten_38d9e2aa-5f14-4ff1-b092-b93abf0e81ae.webp,Kosso nutrition,Nieuwe Producten > Pre Workout > Stim Pre,
48730,Kosso Nutrition Madlabs Extreme Pre-Workout Poisonous Apple 500 g,Kosso Nutrition Madlabs Extreme pre-workoutpoeder met Poisonous Apple-smaak en 500 g inhoud.,in stock,new,40.50 EUR,,https://thehealthhouse.nl/product/kosso-nutrition-madlabs-extreme-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2026/04/Madlabs_ProductShot_1e331d41-d7e2-4abe-930b-7ed29350e8c6.webp,https://thehealthhouse.nl/wp-content/uploads/2026/04/preingredienten_38d9e2aa-5f14-4ff1-b092-b93abf0e81ae.webp,Kosso nutrition,Nieuwe Producten > Pre Workout > Stim Pre,
48732,Kosso Nutrition Apocalypse Extreme Pre-Workout Cherry Bomb 500 g,Kosso Nutrition Apocalypse Extreme pre-workoutpoeder met Cherry Bomb-smaak en 500 g inhoud.,in stock,new,40.50 EUR,,https://thehealthhouse.nl/product/kosso-nutrition-apocalypse-extreme-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2026/04/Apocalyps_Render.webp,https://thehealthhouse.nl/wp-content/uploads/2026/04/preingredienten_38d9e2aa-5f14-4ff1-b092-b93abf0e81ae.webp,Kosso nutrition,Nieuwe Producten > Pre Workout > Stim Pre,
48734,Kosso Nutrition Anaconda Extreme Pre-Workout Tropical Rage 500 g,Kosso Nutrition Anaconda Extreme Pre-Workout Tropical Rage met een inhoud van 500 g.,in stock,new,40.50 EUR,,https://thehealthhouse.nl/product/kosso-nutrition-anaconda-extreme-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2026/04/Anaconda_Render.webp,https://thehealthhouse.nl/wp-content/uploads/2026/04/preingredienten_38d9e2aa-5f14-4ff1-b092-b93abf0e81ae.webp,Kosso nutrition,Best verkocht > Nieuwe Producten > Pre Workout,
48736,Kosso Nutrition Samurai Extreme 2.0 Pre-Workout 500 g,Pre-workoutpoeder van Kosso Nutrition in een royale verpakking van 500 g.,in stock,new,40.50 EUR,,https://thehealthhouse.nl/product/kosso-nutrition-samurai-extreme-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2026/04/Samurai_Render.webp,https://thehealthhouse.nl/wp-content/uploads/2026/04/preingredienten_38d9e2aa-5f14-4ff1-b092-b93abf0e81ae.webp,Kosso nutrition,Nieuwe Producten > Pre Workout > Stim Pre,
48738,Kosso Nutrition G.O.A.T. Ultimate Pre-Workout 530 g,"*Vanaf 8 mei leverbaar ULTRA HIGH DOSED FORMULE FULL-SPECTRUM SAMENSTELLING BEVAT PREMIUM, GESTANDARISEERDE INGREDIENTEN",in stock,new,59.95 EUR,,https://thehealthhouse.nl/product/kosso-nutrution-g-o-a-t-ultimate-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2026/04/494755CF-9C1D-4F78-BA54-D870232815D3.webp,https://thehealthhouse.nl/wp-content/uploads/2026/04/DB0A49AF-E13F-4A15-9A12-DFBFE5DE8E2C.webp,Kosso nutrition,Best verkocht > Nieuwe Producten > Pre Workout,
49052,THE HEALTH HOUSE INTRA+ PRO,"Complete intra-workout met aminozuren en performance support Met L-citrulline, BCAA’s, glutamine en taurine Aangevuld met Panax ginseng, druivenpitextract en vitamines",in stock,new,33.95 EUR,,https://thehealthhouse.nl/product/the-health-house-intra-pro/,https://thehealthhouse.nl/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-21-at-15.31.36-4.jpeg,,The Health House,Best verkocht > Intra workout > Spierherstel,
49055,THE HEALTH HOUSE ALL IN ONE,"Complete all-in-one met eiwit, koolhydraten, vetten én vezels Volledig vitaminen- en mineralencomplex (13 vitamines, 11 mineralen) 27,9 g eiwit per dosering voor herstel en spierbehoud",in stock,new,44.95 EUR,,https://thehealthhouse.nl/product/the-health-house-all-in-one/,https://thehealthhouse.nl/wp-content/uploads/2024/08/WhatsApp-Image-2024-08-21-at-15.31.36.jpeg,,The Health House,Afvallen > Best verkocht > Eiwitten,
49171,IRONFUEL 2-IN-1 PRE-WORKOUT,"Complete 2-in-1 formule met 5 g creatine per dosering 8 g L-citrulline malaat & 5,5 g beta-alanine voor maximale prestaties 300 mg cafeïne voor langdurige energie en focus",in stock,new,49.95 EUR,,https://thehealthhouse.nl/product/ironfuel-pre-workout/,https://thehealthhouse.nl/wp-content/uploads/2026/06/ChatGPT-Image-Jun-26-2026-02_48_36-PM.png,,Iron X Nutrition,Nieuwe Producten > Pre Workout > Stim Pre,
49245,Jennah Organics — Collagen Care,Jennah Organics — Collagen Care: vegan en biologisch collageensupplement voor je dagelijkse aanvulling.,in stock,new,39.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-collagen-care/,https://thehealthhouse.nl/wp-content/uploads/2026/08/collagen-1_370a5f65-96f5-41c3-8c0a-c9eef180e53a.png,,Jennah,Gezondheidsproducten > Nieuwe Producten > Vitamines,
49247,Jennah Organics — Protein Power,"Jennah Organics — Protein Power: biologische, suikervrije proteinmix verkrijgbaar in multipacks.",in stock,new,32.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-protein-power/,https://thehealthhouse.nl/wp-content/uploads/2026/08/protin-1.png,,Jennah,Eiwitten > Nieuwe Producten,
49249,Jennah Organics — Hormone Support,Jennah Organics — Hormone Support is een biologisch voedingssupplement met magnesium.,in stock,new,44.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-hormone-support/,https://thehealthhouse.nl/wp-content/uploads/2026/08/Hormone-Support.png,,Jennah,Gezondheidsproducten > Nieuwe Producten > Vitamines,
49251,Jennah Organics — Flat Belly - Colon Support,"Jennah Organics — Flat Belly &#8211; Colon Support: biologisch supplement in capsulevorm.",in stock,new,44.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-flat-belly-colon-support/,https://thehealthhouse.nl/wp-content/uploads/2026/08/colon-1_9e309bb3-9bee-498a-b654-5e9b89fb8924.png,,Jennah,Best verkocht > Gezondheidsproducten > Nieuwe Producten,
49253,Jennah Organics — Liver Support,Jennah Organics — Liver Support is een biologisch supplement met zink als dagelijkse aanvulling.,in stock,new,39.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-liver-support/,https://thehealthhouse.nl/wp-content/uploads/2026/08/liver-1.png,,Jennah,Gezondheidsproducten > Liver Support > Nieuwe Producten,
49255,Jennah Organics — Heritage Oversized Tee,Jennah Organics — Heritage Oversized Tee: biologisch oversized T-shirt met een heritage-uitstraling.,in stock,new,29.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-heritage-oversized-tee/,https://thehealthhouse.nl/wp-content/uploads/2026/08/Black_White_Letter_MD_Logo_Instagram_Post_2000_x_2000_px_2000_x_2000_px_2.png,,Jennah,Kleding > Nieuwe Producten,
49257,Jennah Organics — Burn Boost,Jennah Organics — Burn Boost is een biologisch voedingssupplement met cafeïne.,in stock,new,44.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-burn-boost/,https://thehealthhouse.nl/wp-content/uploads/2026/08/burn_1.png,,Jennah,Fatburners > Nieuwe Producten > Vitaliteit,
49259,Jennah Organics — Complete Wellness Bundle,Jennah Organics — Complete Wellness Bundle is een biologische supplementenbundel.,in stock,new,257.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-complete-wellness-bundle/,https://thehealthhouse.nl/wp-content/uploads/2026/08/full-bundle.png,,Jennah,Bundels > Gezondheidsproducten > Nieuwe Producten,
49261,Jennah Organics — Stralendheid + Glanzend Haar Duo,Jennah Organics — Stralendheid + Glanzend Haar Duo: biologische duo-bundel met collageen.,in stock,new,63.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-stralendheid-glanzend-haar-duo/,https://thehealthhouse.nl/wp-content/uploads/2026/08/collagen-and-hair.png,,Jennah,Bundels > Gezondheidsproducten > Nieuwe Producten,
49263,Jennah Organics — Darm + Detox Reset,Jennah Organics — Darm + Detox Reset is een biologische bundel met magnesium.,in stock,new,147.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-darm-detox-reset/,https://thehealthhouse.nl/wp-content/uploads/2026/08/liver-colon-hormone-magic.png,,Jennah,Bundels > Gezondheidsproducten > Nieuwe Producten,
49265,Jennah Organics — Afslank + Balans Stack,Jennah Organics — Afslank + Balans Stack is een biologische bundel voedingssupplementen.,in stock,new,112.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-afslank-balans-stack/,https://thehealthhouse.nl/wp-content/uploads/2026/08/colon-liver-burn.png,,Jennah,Bundels > Gezondheidsproducten > Nieuwe Producten,
49267,Jennah Organics — Burn + Control Duo,Jennah Organics — Burn + Control Duo is een biologische bundel met twee producten.,in stock,new,73.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-burn-control-duo/,https://thehealthhouse.nl/wp-content/uploads/2026/08/Burn-and-Crave.png,,Jennah,Bundels > Gezondheidsproducten > Nieuwe Producten,
49269,Jennah Organics — Glow Essence,Jennah Organics — Glow Essence is een biologisch voedingssupplement met vitamine C.,in stock,new,27.95 EUR,,https://thehealthhouse.nl/product/jennah-organics-glow-essence/,https://thehealthhouse.nl/wp-content/uploads/2026/08/Vaarwelhormonaleonevenwichtigheden_Ontdekonsrevolutionaireproduct._2_22.28.13.png,,Jennah,Gezondheidsproducten > Nieuwe Producten > Vitamines,
49271,Jennah Organics — Crave Control,Jennah Organics — Crave Control is een biologisch voedingssupplement in capsulevorm.,in stock,new,44.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-crave-control/,https://thehealthhouse.nl/wp-content/uploads/2026/08/crave-1_c2b69093-fe77-404e-a816-5acb28a93c67.png,,Jennah,Gezondheidsproducten > Nieuwe Producten > Vitamines,
49273,Jennah Organics — Magic Magnesium,Jennah Organics — Magic Magnesium combineert magnesiumcitraat en elektrolyten in een biologische formule.,in stock,new,34.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-magic-magnesium/,https://thehealthhouse.nl/wp-content/uploads/2026/08/magic-mag-1_b91e4e9a-5c56-454e-972e-39d525bb29b0.png,,Jennah,Gezondheidsproducten > Nieuwe Producten > Vitamines,
49275,Jennah Organics — Silk Shine,"Jennah Organics — Silk Shine is een biologisch voedingssupplement, verkrijgbaar als packvariant.",in stock,new,27.95 EUR,,https://thehealthhouse.nl/product/jennah-organics-silk-shine/,https://thehealthhouse.nl/wp-content/uploads/2026/08/Vaarwelhormonaleonevenwichtigheden_Ontdekonsrevolutionaireproduct._6.png,,Jennah,Gezondheidsproducten > Nieuwe Producten > Vitamines,
49277,Jennah Organics — Poeder Mixer,Jennah Organics — Poeder Mixer is een accessoire voor het mengen van poederproducten.,in stock,new,9.95 EUR,,https://thehealthhouse.nl/product/jennah-organics-poeder-mixer/,https://thehealthhouse.nl/wp-content/uploads/2026/08/MoreControl_LessCravings_CraveControl_1.png,,Jennah,Accessoires / Shakers > Nieuwe Producten,
49279,Jennah Organics — Oriental Oasis,Jennah Organics — Oriental Oasis is een biologisch voedingssupplement van Jennah Organics.,in stock,new,29.95 EUR,,https://thehealthhouse.nl/product/jennah-organics-oriental-oasis/,https://thehealthhouse.nl/wp-content/uploads/2026/08/Titel_2_d3890975-9dd2-4eb3-9046-03249a06b394.png,,Jennah,Gezondheidsproducten > Nieuwe Producten > Vitamines,
49281,Jennah Organics — Hair Growth,Jennah Organics — Hair Growth is een biologisch voedingssupplement met zink in capsules.,in stock,new,39.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-hair-growth/,https://thehealthhouse.nl/wp-content/uploads/2026/08/hair-1.png,,Jennah,Gezondheidsproducten > Nieuwe Producten > Vitamines,
49283,Jennah Organics — Daily Greens,"Jennah Organics — Daily Greens is een biologisch voedingssupplement, verkrijgbaar als packvariant.",in stock,new,39.00 EUR,,https://thehealthhouse.nl/product/jennah-organics-daily-greens/,https://thehealthhouse.nl/wp-content/uploads/2026/08/jennah-sachet-v3.png,,Jennah,Gezondheidsproducten > Nieuwe Producten > Vitamines,
49348,XXL Nutrition Whey Delicious,"XXL Nutrition Whey Delicious: whey-eiwitpoeder met EAA&#8217;s voor je shake.",in stock,new,19.99 EUR,,https://thehealthhouse.nl/product/whey-delicious/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0001.webp,,XXL Nutrition,Eiwitten,THHX-0001
49349,XXL Nutrition Spirulina & Chlorella - 500 mg - 180 tabletten,"XXL Nutrition Spirulina & Chlorella: 500 mg tabletten, met 180 stuks per verpakking.",in stock,new,11.99 EUR,,https://thehealthhouse.nl/product/spirulina-chlorella-500-mg-180-tabletten/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0145.webp,,XXL Nutrition,Gezondheidsproducten,THHX-0145
49351,XXL Nutrition Diet Shake,XXL Nutrition Diet Shake is een shakeproduct van XXL Nutrition.,in stock,new,1.79 EUR,,https://thehealthhouse.nl/product/diet-shake/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0116.webp,,XXL Nutrition,Food,THHX-0116
49354,XXL Nutrition N'Joy Protein Bar,"XXL Nutrition N&#8217;Joy Protein Bar: een eiwitreep die je zonder bereiding meeneemt.",in stock,new,1.49 EUR,,https://thehealthhouse.nl/product/protein-bar/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0009.webp,,XXL Nutrition,Eiwitten,THHX-0009
49356,XXL Nutrition Perfect Whey Protein,"XXL Nutrition Perfect Whey Protein: whey-eiwitpoeder met EAA&#8217;s voor dagelijkse shakes.",in stock,new,25.99 EUR,,https://thehealthhouse.nl/product/perfect-whey-protein/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0002.webp,,XXL Nutrition,Eiwitten,THHX-0002
49357,XXL Nutrition Clear Whey Isolate,"XXL Nutrition Clear Whey Isolate: heldere whey-isolaatshake met EAA&#8217;s.",in stock,new,29.99 EUR,,https://thehealthhouse.nl/product/clear-whey-isolate/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0003.webp,,XXL Nutrition,Eiwitten,THHX-0003
49358,XXL Nutrition Whey Isolaat,"XXL Nutrition Whey Isolaat: whey-isolaatpoeder met EAA&#8217;s voor een eiwitshake.",in stock,new,2.25 EUR,,https://thehealthhouse.nl/product/whey-isolaat/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0004.webp,,XXL Nutrition,Eiwitten,THHX-0004
49359,XXL Nutrition Whey Isolate Zero,XXL Nutrition Whey Isolate Zero is een whey-eiwitpoeder met EAA.,in stock,new,28.99 EUR,,https://thehealthhouse.nl/product/whey-isolate-zero/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0005.webp,,XXL Nutrition,Eiwitten,THHX-0005
49360,XXL Nutrition Protein Lemonade,XXL Nutrition Protein Lemonade: eiwitpoeder voor een frisse lemonade-achtige shake.,in stock,new,2.25 EUR,,https://thehealthhouse.nl/product/protein-lemonade/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0006.webp,,XXL Nutrition,Eiwitten,THHX-0006
49361,XXL Nutrition Perfect Milk Protein,XXL Nutrition Perfect Milk Protein is een melkeiwitpoeder met EAA voor je shake.,in stock,new,9.99 EUR,,https://thehealthhouse.nl/product/perfect-milk-protein/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0007.webp,,XXL Nutrition,Eiwitten,THHX-0007
49362,XXL Nutrition Instant Protein Oats,XXL Nutrition Instant Protein Oats: instant haverpoeder met eiwit voor je shake of ontbijt.,in stock,new,18.99 EUR,,https://thehealthhouse.nl/product/instant-protein-oats/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0008.webp,,XXL Nutrition,Eiwitten,THHX-0008
49363,XXL Nutrition Protein Chocolate,XXL Nutrition Protein Chocolate: proteïnepoeder met de smaak Chocolate.,in stock,new,5.99 EUR,,https://thehealthhouse.nl/product/protein-chocolate/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0010.webp,,XXL Nutrition,Eiwitten,THHX-0010
49364,XXL Nutrition Protein Iced Coffee,"XXL Nutrition Protein Iced Coffee: eiwitpoeder met koffiesmaak en EAA&#8217;s.",in stock,new,24.99 EUR,,https://thehealthhouse.nl/product/protein-iced-coffee/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0011.webp,,XXL Nutrition,Eiwitten,THHX-0011
49365,XXL Nutrition Crunchy Protein Bar,XXL Nutrition Crunchy Protein Bar: knapperige eiwitreep voor een snackmoment onderweg.,in stock,new,2.59 EUR,,https://thehealthhouse.nl/product/crunchy-protein-bar/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0012.webp,,XXL Nutrition,Eiwitten,THHX-0012
49367,XXL Nutrition Protein Chips,XXL Nutrition Protein Chips: hartige chips met protein voor een kant-en-klare snack.,in stock,new,2.25 EUR,,https://thehealthhouse.nl/product/protein-chips/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0014.webp,,XXL Nutrition,Eiwitten,THHX-0014
49368,XXL Nutrition Clear Whey Isolate - Uitverkoop,"XXL Nutrition Clear Whey Isolate &#8211; Uitverkoop: helder whey-isolaatpoeder met EAA&#8217;s.",in stock,new,17.99 EUR,,https://thehealthhouse.nl/product/clear-whey-isolate-2/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0015.webp,,XXL Nutrition,Eiwitten,THHX-0015
49369,XXL Nutrition plantaardige eiwitblend zonder allergenen zoals Green Protein,XXL Nutrition plantaardige eiwitblend zonder allergenen zoals Green Protein: plantaardige blend in Green.,in stock,new,18.99 EUR,,https://thehealthhouse.nl/product/eiwitshake/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0016.webp,,XXL Nutrition,Eiwitten,THHX-0016
49370,XXL Nutrition High Protein Bar,XXL Nutrition High Protein Bar: eiwitrijke reep die je direct kunt meenemen.,in stock,new,2.59 EUR,,https://thehealthhouse.nl/product/high-protein-bar/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0017.webp,,XXL Nutrition,Eiwitten,THHX-0017
49372,XXL Nutrition N'Joy Protein Drink,"XXL Nutrition N&#8217;Joy Protein Drink: proteïnedrank met EAA&#8217;s uit de N&#8217;Joy-lijn.",in stock,new,9.99 EUR,,https://thehealthhouse.nl/product/protein-drink/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0019.webp,,XXL Nutrition,Eiwitten,THHX-0019
49373,XXL Nutrition Kant-en-Klare Kipfilet,XXL Nutrition Kant-en-Klare Kipfilet: direct te gebruiken kipfilet van XXL Nutrition.,in stock,new,2.19 EUR,,https://thehealthhouse.nl/product/kant-en-klare-kipfilet/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0020.webp,,XXL Nutrition,Eiwitten,THHX-0020
49374,XXL Nutrition Delicious Protein Pancakes,XXL Nutrition Delicious Protein Pancakes: poedermix voor zelfgemaakte proteïnepannenkoeken.,in stock,new,23.99 EUR,,https://thehealthhouse.nl/product/delicious-protein-pancakes/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0021.webp,,XXL Nutrition,Eiwitten,THHX-0021
49375,XXL Nutrition Protein Bites,XXL Nutrition Protein Bites: kleine protein-snacks voor een hapklaar moment.,in stock,new,0.99 EUR,,https://thehealthhouse.nl/product/protein-bites/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0022.webp,,XXL Nutrition,Eiwitten,THHX-0022
49376,XXL Nutrition Beef Jerky,XXL Nutrition Beef Jerky is een hartige beef jerky-snack van XXL Nutrition.,in stock,new,3.69 EUR,,https://thehealthhouse.nl/product/beef-jerky/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0023.webp,,XXL Nutrition,Eiwitten,THHX-0023
49377,XXL Nutrition Whey Protein Zero,XXL Nutrition Whey Protein Zero: whey-eiwitpoeder met EAA voor een dagelijkse shake.,in stock,new,39.99 EUR,,https://thehealthhouse.nl/product/whey-protein-zero/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0024.webp,,XXL Nutrition,Eiwitten,THHX-0024
49379,XXL Nutrition Delicious Breakfast,"XXL Nutrition Delicious Breakfast is een ontbijtproduct van XXL Nutrition, verkrijgbaar als variant.",in stock,new,24.99 EUR,,https://thehealthhouse.nl/product/delicious-breakfast/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0026.webp,,XXL Nutrition,Eiwitten,THHX-0026
49380,XXL Nutrition Natural Gold Whey,"XXL Nutrition Natural Gold Whey: whey-eiwitpoeder met EAA&#8217;s in de Gold-uitvoering.",in stock,new,47.99 EUR,,https://thehealthhouse.nl/product/natural-gold-whey/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0027.webp,,XXL Nutrition,Eiwitten,THHX-0027
49381,XXL Nutrition N'Joy Protein Bar - Salted Caramel (Plantaardig),"XXL Nutrition N&#8217;Joy Protein Bar &#8211; Salted Caramel (Plantaardig): plantaardige reep met karamelsmaak.",in stock,new,1.49 EUR,,https://thehealthhouse.nl/product/protein-bar-salted-caramel-plantaardig/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0028.webp,,XXL Nutrition,Eiwitten,THHX-0028
49382,XXL Nutrition Pindakaas Poeder,XXL Nutrition Pindakaas Poeder: poeder met pindakaassmaak van XXL Nutrition.,in stock,new,9.99 EUR,,https://thehealthhouse.nl/product/pindakaas-poeder/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0029.webp,,XXL Nutrition,Eiwitten,THHX-0029
49383,XXL Nutrition Belgian Protein Waffle,XXL Nutrition Belgian Protein Waffle: kant-en-klare Belgische wafel met protein.,in stock,new,5.99 EUR,,https://thehealthhouse.nl/product/belgian-protein-waffle/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0030.webp,,XXL Nutrition,Eiwitten,THHX-0030
49384,XXL Nutrition Delicious Protein Granola,Eiwitrijke granola van XXL Nutrition voor een knapperig ontbijt of tussendoormoment.,in stock,new,16.99 EUR,,https://thehealthhouse.nl/product/delicious-protein-granola/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0031.webp,,XXL Nutrition,Eiwitten,THHX-0031
49385,XXL Nutrition 100% Natural Whey Protein,"100% Natural Whey Protein: whey-eiwit met EAA&#8217;s voor je shake na of rond de training.",in stock,new,38.99 EUR,,https://thehealthhouse.nl/product/100-natural-whey-protein/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0032.webp,,XXL Nutrition,Eiwitten,THHX-0032
49386,XXL Nutrition Delicious Protein Spread,"Eiwitrijke spread van XXL Nutrition voor op brood, crackers of een creatief recept.",in stock,new,5.89 EUR,,https://thehealthhouse.nl/product/delicious-protein-spread/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0033.webp,,XXL Nutrition,Eiwitten,THHX-0033
49387,XXL Nutrition Protein Water,"XXL Nutrition Protein Water is een verfrissende eiwitdrink met EAA&#8217;s.",in stock,new,15.99 EUR,,https://thehealthhouse.nl/product/protein-water/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0034.webp,,XXL Nutrition,Eiwitten,THHX-0034
49389,XXL Nutrition Protein Drink Zero,"Protein Drink Zero: een eiwitdrink met EAA&#8217;s van XXL Nutrition.",in stock,new,13.49 EUR,10.49 EUR,https://thehealthhouse.nl/product/protein-drink-zero/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0036.webp,,XXL Nutrition,Eiwitten,THHX-0036
49390,XXL Nutrition Delicious Protein Choco Balls,Delicious Protein Choco Balls zijn knapperige chocoladebolletjes met eiwit.,in stock,new,5.99 EUR,,https://thehealthhouse.nl/product/delicious-protein-choco-balls/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0037.webp,,XXL Nutrition,Eiwitten,THHX-0037
49391,XXL Nutrition Perfect Protein Wraps,Perfect Protein Wraps: wraps met eiwit voor hartige en zoete creaties.,in stock,new,4.99 EUR,,https://thehealthhouse.nl/product/perfect-protein-wraps/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0038.webp,,XXL Nutrition,Eiwitten,THHX-0038
49392,XXL Nutrition Beef Protein,Beef Protein van XXL Nutrition: eiwitpoeder op basis van rund.,in stock,new,29.99 EUR,,https://thehealthhouse.nl/product/beef-protein/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0039.webp,,XXL Nutrition,Eiwitten,THHX-0039
49393,XXL Nutrition 100% Vloeibaar Ei Eiwit,"100% vloeibaar ei-eiwit van XXL Nutrition voor recepten, shakes en maaltijden.",in stock,new,27.99 EUR,,https://thehealthhouse.nl/product/100-vloeibaar-ei-eiwit/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0040.webp,,XXL Nutrition,Eiwitten,THHX-0040
49394,XXL Nutrition Vegalicious Protein Bar,Vegalicious Protein Bar is een vegan eiwitreep voor een plantaardig snackmoment.,in stock,new,2.50 EUR,,https://thehealthhouse.nl/product/vegalicious-protein-bar/,https://thehealthhouse.nl/wp-content/uploads/2026/08/THHX-0041.webp,,XXL Nutrition,Eiwitten,THHX-0041
